u/_key,u/_id,u/_rev,u/basic/Accession #,u/basic/Active yes/no,u/basic/Additional disclaimer,u/basic/Appearance,u/basic/Application  Usage,u/basic/Applications,u/basic/Background,u/basic/Binding Capacity,u/basic/Biological activity,u/basic/Buffer,u/basic/Cas number,u/basic/Clone,u/basic/Concentration,u/basic/Conjugate,u/basic/Cross-reactivity,u/basic/Date last updated,u/basic/Disclaimer,u/basic/EG number,u/basic/Endotoxin Level,u/basic/Extra information,u/basic/Formulation,u/basic/GeneIDURL,u/basic/Handling,u/basic/Hazardous Goods,u/basic/Host,u/basic/Immunogen,u/basic/InChi,u/basic/Isotype,u/basic/Kit components,u/basic/MDL Number,u/basic/MSDS Available?,u/basic/Molecular Form,u/basic/Molecular Weight,u/basic/NCBI GENE ID #,u/basic/NCBI OFFICIAL FULL NAME,u/basic/NCBI OFFICIAL SYMBOL,u/basic/NCBI ORGANISM,u/basic/PDF Datasheet,u/basic/Packaging,u/basic/Peptide sequence,u/basic/Physical State,u/basic/Physical form description,u/basic/Price ITK/ImTec,u/basic/Price LabNed,u/basic/Product Description ITK,u/basic/Product Type,u/basic/Product category ITK,u/basic/Product category LabNed,u/basic/Product category by research field,u/basic/Protein GI #,u/basic/ProteinID,u/basic/ProteinIDURL,u/basic/PubChem CID,u/basic/Purification,u/basic/Purity,u/basic/REACH number,u/basic/Reactivity,u/basic/Recommended Dilution,u/basic/Reconstitution Instructions,u/basic/Regulatory Statement,u/basic/Related Products,u/basic/Release Date,u/basic/Research Area,u/basic/SWISSPROT #,u/basic/Salt Form,u/basic/Sample Type,u/basic/Shelf life,u/basic/Shipping Conditions,u/basic/Shipping costs,u/basic/Size,u/basic/Solubility/Reconstitution Instructions,u/basic/Source,u/basic/Stamnummer,u/basic/Storage Conditions,u/basic/Structure Available,u/basic/Supplier,u/basic/Supplier artikel nummer,u/basic/Tags,u/basic/Target,u/basic/UNSPSC number,u/basic/URL Datasheet,u/basic/USDA Disclaimer,u/basic/Unit Definition,u/basic/User note,u/basic/Web Category,u/basic/code,u/basic/description,u/basic/image1_text,u/basic/image2_text,u/basic/name,u/basic/not supplied reagents  equipment,u/basic/picture,u/basic/price,u/basic/productid,u/basic/references,u/basic/review,u/basic/vat,u/code,u/checkbox,u/seo/meta_author,u/seo/meta_description,u/seo/meta_keywords,u/seo/product_tags,u/seo/url_slug,u/searchNames/0,u/searchNames/1,u/searchNames/2,u/searchNames/3
349453437,k2p_product/349453437,_ibCpVx2-BK,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 660 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600G,2-8°C with minimized light exposure.,,AAT Bioquest,110600G1,,CD106 ,12352203,,,,,,92110600G1,,,,CD106 Mouse iFluor 660 Antibody,,,,92110600G1,,,LN9203164,92110600G1,false,LabNed,,,,cd106-mouse-ifluor-660-antibody-ln9203164,,cd106mouseifluor660antibody,ln9203164,429mvcama
349447039,k2p_product/349447039,_ibCpVx2-BN,,Y,,,,FC,,,,,,SK7,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003304 ,2-8°C with minimized light exposure.,,AAT Bioquest,10033040,,CD3 ,12352203,,,,,,9210033040,,,,CD3 Human iFluor 450 Antibody,,,,9210033040,,,LN9220928,9210033040,false,LabNed,,,,cd3-human-ifluor-450-antibody-ln9220928,,cd3humanifluor450antibody,ln9220928,sk7
349453439,k2p_product/349453439,_ibCpVx6--M,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 670 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600H,2-8°C with minimized light exposure.,,AAT Bioquest,110600H0,,CD106 ,12352203,,,,,,92110600H0,,,,CD106 Mouse iFluor 670 Antibody,,,,92110600H0,,,LN9203165,92110600H0,false,LabNed,,,,cd106-mouse-ifluor-670-antibody-ln9203165,,cd106mouseifluor670antibody,ln9203165,429mvcama
349447041,k2p_product/349447041,_ibCpVx6--S,,Y,,,,FC,,,,,,SK7,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003304 ,2-8°C with minimized light exposure.,,AAT Bioquest,10033041,,CD3 ,12352203,,,,,,9210033041,,,,CD3 Human iFluor 450 Antibody,,,,9210033041,,,LN9220929,9210033041,false,LabNed,,,,cd3-human-ifluor-450-antibody-ln9220929,,cd3humanifluor450antibody,ln9220929,sk7
349453441,k2p_product/349453441,_ibCpVx6--h,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 670 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600H,2-8°C with minimized light exposure.,,AAT Bioquest,110600H1,,CD106 ,12352203,,,,,,92110600H1,,,,CD106 Mouse iFluor 670 Antibody,,,,92110600H1,,,LN9203166,92110600H1,false,LabNed,,,,cd106-mouse-ifluor-670-antibody-ln9203166,,cd106mouseifluor670antibody,ln9203166,429mvcama
349447043,k2p_product/349447043,_ibCpVx6--1,,Y,,,,FC,,,,,,OKT-3,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003404 ,2-8°C with minimized light exposure.,,AAT Bioquest,10034040,,CD3 ,12352203,,,,,,9210034040,,,,CD3 Human iFluor 450 Antibody,,,,9210034040,,,LN9200040,9210034040,false,LabNed,,,,cd3-human-ifluor-450-antibody-ln9200040,,cd3humanifluor450antibody,ln9200040,okt3
349453443,k2p_product/349453443,_ibCpVx6--3,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 680 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600I,2-8°C with minimized light exposure.,,AAT Bioquest,110600I0,,CD106 ,12352203,,,,,,92110600I0,,,,CD106 Mouse iFluor 680 Antibody,,,,92110600I0,,,LN9203167,92110600I0,false,LabNed,,,,cd106-mouse-ifluor-680-antibody-ln9203167,,cd106mouseifluor680antibody,ln9203167,429mvcama
349447045,k2p_product/349447045,_ibCpVx6-_Z,,Y,,,,FC,,,,,,OKT-3,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003404 ,2-8°C with minimized light exposure.,,AAT Bioquest,10034041,,CD3 ,12352203,,,,,,9210034041,,,,CD3 Human iFluor 450 Antibody,,,,9210034041,,,LN9200041,9210034041,false,LabNed,,,,cd3-human-ifluor-450-antibody-ln9200041,,cd3humanifluor450antibody,ln9200041,okt3
349453445,k2p_product/349453445,_ibCpVx6-AF,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 680 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600I,2-8°C with minimized light exposure.,,AAT Bioquest,110600I1,,CD106 ,12352203,,,,,,92110600I1,,,,CD106 Mouse iFluor 680 Antibody,,,,92110600I1,,,LN9203168,92110600I1,false,LabNed,,,,cd106-mouse-ifluor-680-antibody-ln9203168,,cd106mouseifluor680antibody,ln9203168,429mvcama
349447047,k2p_product/349447047,_ibCpVx6-AN,,Y,,,,FC,,,,,,HIT3a,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003005 ,2-8°C with minimized light exposure.,,AAT Bioquest,10030050,,CD3 ,12352203,,,,,,9210030050,,,,CD3 Human iFluor 488 Antibody,,,,9210030050,,,LN9215480,9210030050,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9215480,,cd3humanifluor488antibody,ln9215480,hit3a
349453447,k2p_product/349453447,_ibCpVx6-BM,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 700 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600J,2-8°C with minimized light exposure.,,AAT Bioquest,110600J0,,CD106 ,12352203,,,,,,92110600J0,,,,CD106 Mouse iFluor 700 Antibody,,,,92110600J0,,,LN9203169,92110600J0,false,LabNed,,,,cd106-mouse-ifluor-700-antibody-ln9203169,,cd106mouseifluor700antibody,ln9203169,429mvcama
349447049,k2p_product/349447049,_ibCpVx6-BR,,Y,,,,FC,,,,,,HIT3a,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003005 ,2-8°C with minimized light exposure.,,AAT Bioquest,10030051,,CD3 ,12352203,,,,,,9210030051,,,,CD3 Human iFluor 488 Antibody,,,,9210030051,,,LN9215481,9210030051,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9215481,,cd3humanifluor488antibody,ln9215481,hit3a
349447051,k2p_product/349447051,_ibCpVy---H,,Y,,,,FC,,,,,,HIT3b,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003105 ,2-8°C with minimized light exposure.,,AAT Bioquest,10031050,,CD3 ,12352203,,,,,,9210031050,,,,CD3 Human iFluor 488 Antibody,,,,9210031050,,,LN9215626,9210031050,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9215626,,cd3humanifluor488antibody,ln9215626,hit3b
349453449,k2p_product/349453449,_ibCpVy---a,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 700 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600J,2-8°C with minimized light exposure.,,AAT Bioquest,110600J1,,CD106 ,12352203,,,,,,92110600J1,,,,CD106 Mouse iFluor 700 Antibody,,,,92110600J1,,,LN9203170,92110600J1,false,LabNed,,,,cd106-mouse-ifluor-700-antibody-ln9203170,,cd106mouseifluor700antibody,ln9203170,429mvcama
349447053,k2p_product/349447053,_ibCpVy---h,,Y,,,,FC,,,,,,HIT3b,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003105 ,2-8°C with minimized light exposure.,,AAT Bioquest,10031051,,CD3 ,12352203,,,,,,9210031051,,,,CD3 Human iFluor 488 Antibody,,,,9210031051,,,LN9215627,9210031051,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9215627,,cd3humanifluor488antibody,ln9215627,hit3b
349453451,k2p_product/349453451,_ibCpVy--_E,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 710 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600K,2-8°C with minimized light exposure.,,AAT Bioquest,110600K0,,CD106 ,12352203,,,,,,92110600K0,,,,CD106 Mouse iFluor 710 Antibody,,,,92110600K0,,,LN9203171,92110600K0,false,LabNed,,,,cd106-mouse-ifluor-710-antibody-ln9203171,,cd106mouseifluor710antibody,ln9203171,429mvcama
349447055,k2p_product/349447055,_ibCpVy--_M,,Y,,,,FC,,,,,,UCHT1,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003205 ,2-8°C with minimized light exposure.,,AAT Bioquest,10032050,,CD3 ,12352203,,,,,,9210032050,,,,CD3 Human iFluor 488 Antibody,,,,9210032050,,,LN9222414,9210032050,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9222414,,cd3humanifluor488antibody,ln9222414,ucht1
349453453,k2p_product/349453453,_ibCpVy--_d,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 710 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600K,2-8°C with minimized light exposure.,,AAT Bioquest,110600K1,,CD106 ,12352203,,,,,,92110600K1,,,,CD106 Mouse iFluor 710 Antibody,,,,92110600K1,,,LN9203172,92110600K1,false,LabNed,,,,cd106-mouse-ifluor-710-antibody-ln9203172,,cd106mouseifluor710antibody,ln9203172,429mvcama
349447057,k2p_product/349447057,_ibCpVy--_o,,Y,,,,FC,,,,,,UCHT1,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003205 ,2-8°C with minimized light exposure.,,AAT Bioquest,10032051,,CD3 ,12352203,,,,,,9210032051,,,,CD3 Human iFluor 488 Antibody,,,,9210032051,,,LN9222415,9210032051,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9222415,,cd3humanifluor488antibody,ln9222415,ucht1
349447059,k2p_product/349447059,_ibCpVy--A_,,Y,,,,FC,,,,,,SK7,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003305 ,2-8°C with minimized light exposure.,,AAT Bioquest,10033050,,CD3 ,12352203,,,,,,9210033050,,,,CD3 Human iFluor 488 Antibody,,,,9210033050,,,LN9220930,9210033050,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9220930,,cd3humanifluor488antibody,ln9220930,sk7
349453455,k2p_product/349453455,_ibCpVy--AB,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 750 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600L,2-8°C with minimized light exposure.,,AAT Bioquest,110600L0,,CD106 ,12352203,,,,,,92110600L0,,,,CD106 Mouse iFluor 750 Antibody,,,,92110600L0,,,LN9203173,92110600L0,false,LabNed,,,,cd106-mouse-ifluor-750-antibody-ln9203173,,cd106mouseifluor750antibody,ln9203173,429mvcama
349447061,k2p_product/349447061,_ibCpVyC---,,Y,,,,FC,,,,,,SK7,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003305 ,2-8°C with minimized light exposure.,,AAT Bioquest,10033051,,CD3 ,12352203,,,,,,9210033051,,,,CD3 Human iFluor 488 Antibody,,,,9210033051,,,LN9220931,9210033051,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9220931,,cd3humanifluor488antibody,ln9220931,sk7
349453457,k2p_product/349453457,_ibCpVyC--A,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 750 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600L,2-8°C with minimized light exposure.,,AAT Bioquest,110600L1,,CD106 ,12352203,,,,,,92110600L1,,,,CD106 Mouse iFluor 750 Antibody,,,,92110600L1,,,LN9203174,92110600L1,false,LabNed,,,,cd106-mouse-ifluor-750-antibody-ln9203174,,cd106mouseifluor750antibody,ln9203174,429mvcama
349447063,k2p_product/349447063,_ibCpVyC--D,,Y,,,,FC,,,,,,OKT-3,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003405 ,2-8°C with minimized light exposure.,,AAT Bioquest,10034050,,CD3 ,12352203,,,,,,9210034050,,,,CD3 Human iFluor 488 Antibody,,,,9210034050,,,LN9200042,9210034050,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9200042,,cd3humanifluor488antibody,ln9200042,okt3
349453459,k2p_product/349453459,_ibCpVyC--F,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 790 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600M,2-8°C with minimized light exposure.,,AAT Bioquest,110600M0,,CD106 ,12352203,,,,,,92110600M0,,,,CD106 Mouse iFluor 790 Antibody,,,,92110600M0,,,LN9203175,92110600M0,false,LabNed,,,,cd106-mouse-ifluor-790-antibody-ln9203175,,cd106mouseifluor790antibody,ln9203175,429mvcama
349447065,k2p_product/349447065,_ibCpVyC--N,,Y,,,,FC,,,,,,OKT-3,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003405 ,2-8°C with minimized light exposure.,,AAT Bioquest,10034051,,CD3 ,12352203,,,,,,9210034051,,,,CD3 Human iFluor 488 Antibody,,,,9210034051,,,LN9200043,9210034051,false,LabNed,,,,cd3-human-ifluor-488-antibody-ln9200043,,cd3humanifluor488antibody,ln9200043,okt3
349453461,k2p_product/349453461,_ibCpVyC--W,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 790 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600M,2-8°C with minimized light exposure.,,AAT Bioquest,110600M1,,CD106 ,12352203,,,,,,92110600M1,,,,CD106 Mouse iFluor 790 Antibody,,,,92110600M1,,,LN9203176,92110600M1,false,LabNed,,,,cd106-mouse-ifluor-790-antibody-ln9203176,,cd106mouseifluor790antibody,ln9203176,429mvcama
349447067,k2p_product/349447067,_ibCpVyC--c,,Y,,,,FC,,,,,,HIT3a,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003006 ,2-8°C with minimized light exposure.,,AAT Bioquest,10030060,,CD3 ,12352203,,,,,,9210030060,,,,CD3 Human iFluor 514 Antibody,,,,9210030060,,,LN9215482,9210030060,false,LabNed,,,,cd3-human-ifluor-514-antibody-ln9215482,,cd3humanifluor514antibody,ln9215482,hit3a
349453463,k2p_product/349453463,_ibCpVyC--f,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 800 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600N,2-8°C with minimized light exposure.,,AAT Bioquest,110600N0,,CD106 ,12352203,,,,,,92110600N0,,,,CD106 Mouse iFluor 800 Antibody,,,,92110600N0,,,LN9203177,92110600N0,false,LabNed,,,,cd106-mouse-ifluor-800-antibody-ln9203177,,cd106mouseifluor800antibody,ln9203177,429mvcama
349453465,k2p_product/349453465,_ibCpVyC--s,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 800 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600N,2-8°C with minimized light exposure.,,AAT Bioquest,110600N1,,CD106 ,12352203,,,,,,92110600N1,,,,CD106 Mouse iFluor 800 Antibody,,,,92110600N1,,,LN9203178,92110600N1,false,LabNed,,,,cd106-mouse-ifluor-800-antibody-ln9203178,,cd106mouseifluor800antibody,ln9203178,429mvcama
349453467,k2p_product/349453467,_ibCpVyC--3,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 810 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600O,2-8°C with minimized light exposure.,,AAT Bioquest,110600O0,,CD106 ,12352203,,,,,,92110600O0,,,,CD106 Mouse iFluor 810 Antibody,,,,92110600O0,,,LN9203179,92110600O0,false,LabNed,,,,cd106-mouse-ifluor-810-antibody-ln9203179,,cd106mouseifluor810antibody,ln9203179,429mvcama
349447069,k2p_product/349447069,_ibCpVyC--9,,Y,,,,FC,,,,,,HIT3a,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003006 ,2-8°C with minimized light exposure.,,AAT Bioquest,10030061,,CD3 ,12352203,,,,,,9210030061,,,,CD3 Human iFluor 514 Antibody,,,,9210030061,,,LN9215483,9210030061,false,LabNed,,,,cd3-human-ifluor-514-antibody-ln9215483,,cd3humanifluor514antibody,ln9215483,hit3a
349453469,k2p_product/349453469,_ibCpVyC-_B,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659,2659,CD106 Mouse iFluor 810 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,500 tests,,,92110600O,2-8°C with minimized light exposure.,,AAT Bioquest,110600O1,,CD106 ,12352203,,,,,,92110600O1,,,,CD106 Mouse iFluor 810 Antibody,,,,92110600O1,,,LN9203180,92110600O1,false,LabNed,,,,cd106-mouse-ifluor-810-antibody-ln9203180,,cd106mouseifluor810antibody,ln9203180,429mvcama
349447071,k2p_product/349447071,_ibCpVyC-_H,,Y,,,,FC,,,,,,HIT3b,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003106 ,2-8°C with minimized light exposure.,,AAT Bioquest,10031060,,CD3 ,12352203,,,,,,9210031060,,,,CD3 Human iFluor 514 Antibody,,,,9210031060,,,LN9215628,9210031060,false,LabNed,,,,cd3-human-ifluor-514-antibody-ln9215628,,cd3humanifluor514antibody,ln9215628,hit3b
349453471,k2p_product/349453471,_ibCpVyC-_M,,Y,,,,FC,,,,,,429 (MVCAM.A),,iFluor 820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,CD106 Mouse iFluor 820 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Mouse,,,,,11-2020,,,,,,ICE,,100 tests,,,92110600P,2-8°C with minimized light exposure.,,AAT Bioquest,110600P0,,CD106 ,12352203,,,,,,92110600P0,,,,CD106 Mouse iFluor 820 Antibody,,,,92110600P0,,,LN9203181,92110600P0,false,LabNed,,,,cd106-mouse-ifluor-820-antibody-ln9203181,,cd106mouseifluor820antibody,ln9203181,429mvcama
349447073,k2p_product/349447073,_ibCpVyC-_e,,Y,,,,FC,,,,,,HIT3b,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003106 ,2-8°C with minimized light exposure.,,AAT Bioquest,10031061,,CD3 ,12352203,,,,,,9210031061,,,,CD3 Human iFluor 514 Antibody,,,,9210031061,,,LN9215629,9210031061,false,LabNed,,,,cd3-human-ifluor-514-antibody-ln9215629,,cd3humanifluor514antibody,ln9215629,hit3b
349447075,k2p_product/349447075,_ibCpVyC-_s,,Y,,,,FC,,,,,,UCHT1,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003206 ,2-8°C with minimized light exposure.,,AAT Bioquest,10032060,,CD3 ,12352203,,,,,,9210032060,,,,CD3 Human iFluor 514 Antibody,,,,9210032060,,,LN9222416,9210032060,false,LabNed,,,,cd3-human-ifluor-514-antibody-ln9222416,,cd3humanifluor514antibody,ln9222416,ucht1
349447077,k2p_product/349447077,_ibCpVyC-_1,,Y,,,,FC,,,,,,UCHT1,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD3 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921003206 ,2-8°C with minimized light exposure.,,AAT Bioquest,10032061,,CD3 ,12352203,,,,,,9210032061,,,,CD3 Human iFluor 514 Antibody,,,,9210032061,,,LN9222417,9210032061,false,LabNed,,,,cd3-human-ifluor-514-antibody-ln9222417,,cd3humanifluor514antibody,ln9222417,ucht1
349447079,k2p_product/349447079,_ibCpVyG--K,,Y,,,,FC,,,,,,SK7,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD3 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921003306 ,2-8°C with minimized light exposure.,,AAT Bioquest,10033060,,CD3 ,12352203,,,,,,9210033060,,,,CD3 Human iFluor 514 Antibody,,,,9210033060,,,LN9220932,9210033060,false,LabNed,,,,cd3-human-ifluor-514-antibody-ln9220932,,cd3humanifluor514antibody,ln9220932,sk7
