u/_key,u/_id,u/_rev,u/basic/Accession #,u/basic/Active yes/no,u/basic/Additional disclaimer,u/basic/Appearance,u/basic/Application  Usage,u/basic/Applications,u/basic/Background,u/basic/Binding Capacity,u/basic/Biological activity,u/basic/Buffer,u/basic/Cas number,u/basic/Clone,u/basic/Concentration,u/basic/Conjugate,u/basic/Cross-reactivity,u/basic/Date last updated,u/basic/Disclaimer,u/basic/EG number,u/basic/Endotoxin Level,u/basic/Extra information,u/basic/Formulation,u/basic/GeneIDURL,u/basic/Handling,u/basic/Hazardous Goods,u/basic/Host,u/basic/Immunogen,u/basic/InChi,u/basic/Isotype,u/basic/Kit components,u/basic/MDL Number,u/basic/MSDS Available?,u/basic/Molecular Form,u/basic/Molecular Weight,u/basic/NCBI GENE ID #,u/basic/NCBI OFFICIAL FULL NAME,u/basic/NCBI OFFICIAL SYMBOL,u/basic/NCBI ORGANISM,u/basic/PDF Datasheet,u/basic/Packaging,u/basic/Peptide sequence,u/basic/Physical State,u/basic/Physical form description,u/basic/Price ITK/ImTec,u/basic/Price LabNed,u/basic/Product Description ITK,u/basic/Product Type,u/basic/Product category ITK,u/basic/Product category LabNed,u/basic/Product category by research field,u/basic/Protein GI #,u/basic/ProteinID,u/basic/ProteinIDURL,u/basic/PubChem CID,u/basic/Purification,u/basic/Purity,u/basic/REACH number,u/basic/Reactivity,u/basic/Recommended Dilution,u/basic/Reconstitution Instructions,u/basic/Regulatory Statement,u/basic/Related Products,u/basic/Release Date,u/basic/Research Area,u/basic/SWISSPROT #,u/basic/Salt Form,u/basic/Sample Type,u/basic/Shelf life,u/basic/Shipping Conditions,u/basic/Shipping costs,u/basic/Size,u/basic/Solubility/Reconstitution Instructions,u/basic/Source,u/basic/Stamnummer,u/basic/Storage Conditions,u/basic/Structure Available,u/basic/Supplier,u/basic/Supplier artikel nummer,u/basic/Tags,u/basic/Target,u/basic/UNSPSC number,u/basic/URL Datasheet,u/basic/USDA Disclaimer,u/basic/Unit Definition,u/basic/User note,u/basic/Web Category,u/basic/code,u/basic/description,u/basic/image1_text,u/basic/image2_text,u/basic/name,u/basic/not supplied reagents  equipment,u/basic/picture,u/basic/price,u/basic/productid,u/basic/references,u/basic/review,u/basic/vat,u/code,u/checkbox,u/seo/meta_author,u/seo/meta_description,u/seo/meta_keywords,u/seo/product_tags,u/seo/url_slug,u/searchNames/0,u/searchNames/1,u/searchNames/2,u/searchNames/3
349446112,k2p_product/349446112,_ibCpVu2--9,,Y,,,,FC,,,,,,HI264,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235004 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350040,,CD235 ,12352203,,,,,,9212350040,,,,CD235 Human iFluor 450 Antibody,,,,9212350040,,,LN9211244,9212350040,false,LabNed,,,,cd235-human-ifluor-450-antibody-ln9211244,,cd235humanifluor450antibody,ln9211244,hi264
349446114,k2p_product/349446114,_ibCpVu2-_E,,Y,,,,FC,,,,,,HI264,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235004 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350041,,CD235 ,12352203,,,,,,9212350041,,,,CD235 Human iFluor 450 Antibody,,,,9212350041,,,LN9211245,9212350041,false,LabNed,,,,cd235-human-ifluor-450-antibody-ln9211245,,cd235humanifluor450antibody,ln9211245,hi264
349446116,k2p_product/349446116,_ibCpVu2-_L,,Y,,,,FC,,,,,,HI264,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235005 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350050,,CD235 ,12352203,,,,,,9212350050,,,,CD235 Human iFluor 488 Antibody,,,,9212350050,,,LN9211246,9212350050,false,LabNed,,,,cd235-human-ifluor-488-antibody-ln9211246,,cd235humanifluor488antibody,ln9211246,hi264
349446118,k2p_product/349446118,_ibCpVu2-_S,,Y,,,,FC,,,,,,HI264,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235005 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350051,,CD235 ,12352203,,,,,,9212350051,,,,CD235 Human iFluor 488 Antibody,,,,9212350051,,,LN9211247,9212350051,false,LabNed,,,,cd235-human-ifluor-488-antibody-ln9211247,,cd235humanifluor488antibody,ln9211247,hi264
349446120,k2p_product/349446120,_ibCpVu2-_Y,,Y,,,,FC,,,,,,HI264,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235006 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350060,,CD235 ,12352203,,,,,,9212350060,,,,CD235 Human iFluor 514 Antibody,,,,9212350060,,,LN9211248,9212350060,false,LabNed,,,,cd235-human-ifluor-514-antibody-ln9211248,,cd235humanifluor514antibody,ln9211248,hi264
349446122,k2p_product/349446122,_ibCpVu2-_f,,Y,,,,FC,,,,,,HI264,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235006 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350061,,CD235 ,12352203,,,,,,9212350061,,,,CD235 Human iFluor 514 Antibody,,,,9212350061,,,LN9211249,9212350061,false,LabNed,,,,cd235-human-ifluor-514-antibody-ln9211249,,cd235humanifluor514antibody,ln9211249,hi264
349446124,k2p_product/349446124,_ibCpVu2-_p,,Y,,,,FC,,,,,,HI264,,iFluor 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human iFluor 532 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235007 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350070,,CD235 ,12352203,,,,,,9212350070,,,,CD235 Human iFluor 532 Antibody,,,,9212350070,,,LN9211250,9212350070,false,LabNed,,,,cd235-human-ifluor-532-antibody-ln9211250,,cd235humanifluor532antibody,ln9211250,hi264
349446126,k2p_product/349446126,_ibCpVu6--_,,Y,,,,FC,,,,,,HI264,,iFluor 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human iFluor 532 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235007 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350071,,CD235 ,12352203,,,,,,9212350071,,,,CD235 Human iFluor 532 Antibody,,,,9212350071,,,LN9211251,9212350071,false,LabNed,,,,cd235-human-ifluor-532-antibody-ln9211251,,cd235humanifluor532antibody,ln9211251,hi264
349446128,k2p_product/349446128,_ibCpVu6--K,,Y,,,,FC,,,,,,HI264,,iFluor 546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human iFluor 546 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235008 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350080,,CD235 ,12352203,,,,,,9212350080,,,,CD235 Human iFluor 546 Antibody,,,,9212350080,,,LN9211252,9212350080,false,LabNed,,,,cd235-human-ifluor-546-antibody-ln9211252,,cd235humanifluor546antibody,ln9211252,hi264
349446130,k2p_product/349446130,_ibCpVu6--W,,Y,,,,FC,,,,,,HI264,,iFluor 546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human iFluor 546 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235008 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350081,,CD235 ,12352203,,,,,,9212350081,,,,CD235 Human iFluor 546 Antibody,,,,9212350081,,,LN9211253,9212350081,false,LabNed,,,,cd235-human-ifluor-546-antibody-ln9211253,,cd235humanifluor546antibody,ln9211253,hi264
349446132,k2p_product/349446132,_ibCpVu6--i,,Y,,,,FC,,,,,,HI264,,iFluor 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human iFluor 555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235009 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350090,,CD235 ,12352203,,,,,,9212350090,,,,CD235 Human iFluor 555 Antibody,,,,9212350090,,,LN9211254,9212350090,false,LabNed,,,,cd235-human-ifluor-555-antibody-ln9211254,,cd235humanifluor555antibody,ln9211254,hi264
349446134,k2p_product/349446134,_ibCpVu6--t,,Y,,,,FC,,,,,,HI264,,iFluor 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human iFluor 555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235009 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350091,,CD235 ,12352203,,,,,,9212350091,,,,CD235 Human iFluor 555 Antibody,,,,9212350091,,,LN9211255,9212350091,false,LabNed,,,,cd235-human-ifluor-555-antibody-ln9211255,,cd235humanifluor555antibody,ln9211255,hi264
349446136,k2p_product/349446136,_ibCpVu6--4,,Y,,,,FC,,,,,,HI264,,iFluor 633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,159,CD235 Human iFluor 633 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,92123500E ,2-8°C with minimized light exposure.,,AAT Bioquest,123500,,CD235 ,12352203,https://www.aatbio.com/products/ifluor-633-anti-human-cd235-antibody-hi264,,,,,92123500,,,,CD235 Human iFluor 633 Antibody,,,,92123500,,,LN9211264,92123500,false,LabNed,,,,cd235-human-ifluor-633-antibody-ln9211264,,cd235humanifluor633antibody,ln9211264,hi264
349446138,k2p_product/349446138,_ibCpVu6-_D,,Y,,,,FC,,,,,,HI264,,iFluor 633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,CD235 Human iFluor 633 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,92123500E ,2-8°C with minimized light exposure.,,AAT Bioquest,1235000,,CD235 ,12352203,https://www.aatbio.com/products/ifluor-633-anti-human-cd235-antibody-hi264,,,,,921235000,,,,CD235 Human iFluor 633 Antibody,,,,921235000,,,LN9211265,921235000,false,LabNed,,,,cd235-human-ifluor-633-antibody-ln9211265,,cd235humanifluor633antibody,ln9211265,hi264
349446140,k2p_product/349446140,_ibCpVu6-_O,,Y,,,,FC,,,,,,HI264,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,159,CD235 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235010 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350100,,CD235 ,12352203,,,,,,9212350100,,,,CD235 Human mFluor Violet 500 Antibody,,,,9212350100,,,LN9211308,9212350100,false,LabNed,,,,cd235-human-mfluor-violet-500-antibody-ln9211308,,cd235humanmfluorviolet500antibody,ln9211308,hi264
349446142,k2p_product/349446142,_ibCpVu6-_b,,Y,,,,FC,,,,,,HI264,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235010 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350101,,CD235 ,12352203,,,,,,9212350101,,,,CD235 Human mFluor Violet 500 Antibody,,,,9212350101,,,LN9211309,9212350101,false,LabNed,,,,cd235-human-mfluor-violet-500-antibody-ln9211309,,cd235humanmfluorviolet500antibody,ln9211309,hi264
349446144,k2p_product/349446144,_ibCpVu6-_q,,Y,,,,FC,,,,,,HI264,,mFluor Violet 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human mFluor Violet 510 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235011 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350110,,CD235 ,12352203,,,,,,9212350110,,,,CD235 Human mFluor Violet 510 Antibody,,,,9212350110,,,LN9211310,9212350110,false,LabNed,,,,cd235-human-mfluor-violet-510-antibody-ln9211310,,cd235humanmfluorviolet510antibody,ln9211310,hi264
349446146,k2p_product/349446146,_ibCpVu6-_2,,Y,,,,FC,,,,,,HI264,,mFluor Violet 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human mFluor Violet 510 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235011 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350111,,CD235 ,12352203,,,,,,9212350111,,,,CD235 Human mFluor Violet 510 Antibody,,,,9212350111,,,LN9211311,9212350111,false,LabNed,,,,cd235-human-mfluor-violet-510-antibody-ln9211311,,cd235humanmfluorviolet510antibody,ln9211311,hi264
349446148,k2p_product/349446148,_ibCpVu6-AE,,Y,,,,FC,,,,,,HI264,,mFluor Violet 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD235 Human mFluor Violet 540 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921235012 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350120,,CD235 ,12352203,,,,,,9212350120,,,,CD235 Human mFluor Violet 540 Antibody,,,,9212350120,,,LN9211312,9212350120,false,LabNed,,,,cd235-human-mfluor-violet-540-antibody-ln9211312,,cd235humanmfluorviolet540antibody,ln9211312,hi264
349446150,k2p_product/349446150,_ibCpVu6-AS,,Y,,,,FC,,,,,,HI264,,mFluor Violet 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD235 Human mFluor Violet 540 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921235012 ,2-8°C with minimized light exposure.,,AAT Bioquest,12350121,,CD235 ,12352203,,,,,,9212350121,,,,CD235 Human mFluor Violet 540 Antibody,,,,9212350121,,,LN9211313,9212350121,false,LabNed,,,,cd235-human-mfluor-violet-540-antibody-ln9211313,,cd235humanmfluorviolet540antibody,ln9211313,hi264
349446152,k2p_product/349446152,_ibCpVu6-Ae,,Y,,,,FC,,,,,,HI45,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024014 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240140,,CD24 ,12352203,,,,,,9210240140,,,,CD24 Human AF350 Antibody,,,,9210240140,,,LN9212373,9210240140,false,LabNed,,,,cd24-human-af350-antibody-ln9212373,,cd24humanaf350antibody,ln9212373,hi45
349446154,k2p_product/349446154,_ibCpVu6-Ar,,Y,,,,FC,,,,,,HI45,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024014 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240141,,CD24 ,12352203,,,,,,9210240141,,,,CD24 Human AF350 Antibody,,,,9210240141,,,LN9212374,9210240141,false,LabNed,,,,cd24-human-af350-antibody-ln9212374,,cd24humanaf350antibody,ln9212374,hi45
349446156,k2p_product/349446156,_ibCpVu6-A8,,Y,,,,FC,,,,,,HI45,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024015 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240150,,CD24 ,12352203,,,,,,9210240150,,,,CD24 Human AF488 Antibody,,,,9210240150,,,LN9212375,9210240150,false,LabNed,,,,cd24-human-af488-antibody-ln9212375,,cd24humanaf488antibody,ln9212375,hi45
349446158,k2p_product/349446158,_ibCpVv---H,,Y,,,,FC,,,,,,HI45,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024015 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240151,,CD24 ,12352203,,,,,,9210240151,,,,CD24 Human AF488 Antibody,,,,9210240151,,,LN9212376,9210240151,false,LabNed,,,,cd24-human-af488-antibody-ln9212376,,cd24humanaf488antibody,ln9212376,hi45
349446160,k2p_product/349446160,_ibCpVv---R,,Y,,,,FC,,,,,,HI45,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024016 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240160,,CD24 ,12352203,,,,,,9210240160,,,,CD24 Human AF555 Antibody,,,,9210240160,,,LN9212377,9210240160,false,LabNed,,,,cd24-human-af555-antibody-ln9212377,,cd24humanaf555antibody,ln9212377,hi45
349446162,k2p_product/349446162,_ibCpVv---f,,Y,,,,FC,,,,,,HI45,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024016 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240161,,CD24 ,12352203,,,,,,9210240161,,,,CD24 Human AF555 Antibody,,,,9210240161,,,LN9212378,9210240161,false,LabNed,,,,cd24-human-af555-antibody-ln9212378,,cd24humanaf555antibody,ln9212378,hi45
349446164,k2p_product/349446164,_ibCpVv--_-,,Y,,,,FC,,,,,,HI45,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024017 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240170,,CD24 ,12352203,,,,,,9210240170,,,,CD24 Human AF594 Antibody,,,,9210240170,,,LN9212379,9210240170,false,LabNed,,,,cd24-human-af594-antibody-ln9212379,,cd24humanaf594antibody,ln9212379,hi45
349446166,k2p_product/349446166,_ibCpVv--_R,,Y,,,,FC,,,,,,HI45,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024017 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240171,,CD24 ,12352203,,,,,,9210240171,,,,CD24 Human AF594 Antibody,,,,9210240171,,,LN9212380,9210240171,false,LabNed,,,,cd24-human-af594-antibody-ln9212380,,cd24humanaf594antibody,ln9212380,hi45
349446168,k2p_product/349446168,_ibCpVv--_e,,Y,,,,FC,,,,,,HI45,,AF647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human AF647 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024018 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240180,,CD24 ,12352203,,,,,,9210240180,,,,CD24 Human AF647 Antibody,,,,9210240180,,,LN9212381,9210240180,false,LabNed,,,,cd24-human-af647-antibody-ln9212381,,cd24humanaf647antibody,ln9212381,hi45
349446170,k2p_product/349446170,_ibCpVv--_s,,Y,,,,FC,,,,,,HI45,,AF647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human AF647 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024018 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240181,,CD24 ,12352203,,,,,,9210240181,,,,CD24 Human AF647 Antibody,,,,9210240181,,,LN9212382,9210240181,false,LabNed,,,,cd24-human-af647-antibody-ln9212382,,cd24humanaf647antibody,ln9212382,hi45
349446177,k2p_product/349446177,_ibCpVv--_3,,Y,,,,FC,,,,,,HI45,,AF680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human AF680 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024019 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240190,,CD24 ,12352203,,,,,,9210240190,,,,CD24 Human AF680 Antibody,,,,9210240190,,,LN9212383,9210240190,false,LabNed,,,,cd24-human-af680-antibody-ln9212383,,cd24humanaf680antibody,ln9212383,hi45
349446179,k2p_product/349446179,_ibCpVv--_6,,Y,,,,FC,,,,,,HI45,,AF680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human AF680 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024019 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240191,,CD24 ,12352203,,,,,,9210240191,,,,CD24 Human AF680 Antibody,,,,9210240191,,,LN9212384,9210240191,false,LabNed,,,,cd24-human-af680-antibody-ln9212384,,cd24humanaf680antibody,ln9212384,hi45
349446181,k2p_product/349446181,_ibCpVvC--_,,Y,,,,FC,,,,,,HI45,,APC/AF750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,CD24 Human APC/AF750 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,25 tests,,,92102401E ,2-8°C with minimized light exposure.,,AAT Bioquest,102401,,CD24 ,12352203,https://www.aatbio.com/products/apc-af750-anti-human-cd24-antibody-hi45,,,,,92102401,,,,CD24 Human APC/AF750 Antibody,,,,92102401,,,LN9212392,92102401,false,LabNed,,,,cd24-human-apcaf750-antibody-ln9212392,,cd24humanapcaf750antibody,ln9212392,hi45
349446183,k2p_product/349446183,_ibCpVvC--H,,Y,,,,FC,,,,,,HI45,,APC/AF750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,195,CD24 Human APC/AF750 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,92102401E ,2-8°C with minimized light exposure.,,AAT Bioquest,1024010,,CD24 ,12352203,https://www.aatbio.com/products/apc-af750-anti-human-cd24-antibody-hi45,,,,,921024010,,,,CD24 Human APC/AF750 Antibody,,,,921024010,,,LN9212393,921024010,false,LabNed,,,,cd24-human-apcaf750-antibody-ln9212393,,cd24humanapcaf750antibody,ln9212393,hi45
349446185,k2p_product/349446185,_ibCpVvC--U,,Y,,,,FC,,,,,,HI45,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024010 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240100,,CD24 ,12352203,,,,,,9210240100,,,,CD24 Human mFluor Violet 500 Antibody,,,,9210240100,,,LN9212476,9210240100,false,LabNed,,,,cd24-human-mfluor-violet-500-antibody-ln9212476,,cd24humanapcaf750antibody,ln9212394,hi45
349446187,k2p_product/349446187,_ibCpVvC--j,,Y,,,,FC,,,,,,HI45,,iFluor 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024001 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240010,,CD24 ,12352203,,,,,,9210240010,,,,CD24 Human iFluor 350 Antibody,,,,9210240010,,,LN9212406,9210240010,false,LabNed,,,,cd24-human-ifluor-350-antibody-ln9212406,,cd24humanifluor350antibody,ln9212406,hi45
349446189,k2p_product/349446189,_ibCpVvC--x,,Y,,,,FC,,,,,,HI45,,iFluor 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024001 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240011,,CD24 ,12352203,,,,,,9210240011,,,,CD24 Human iFluor 350 Antibody,,,,9210240011,,,LN9212407,9210240011,false,LabNed,,,,cd24-human-ifluor-350-antibody-ln9212407,,cd24humanifluor350antibody,ln9212407,hi45
349446191,k2p_product/349446191,_ibCpVvC-_J,,Y,,,,FC,,,,,,HI45,,iFluor 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 405 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024002 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240020,,CD24 ,12352203,,,,,,9210240020,,,,CD24 Human iFluor 405 Antibody,,,,9210240020,,,LN9212408,9210240020,false,LabNed,,,,cd24-human-ifluor-405-antibody-ln9212408,,cd24humanifluor405antibody,ln9212408,hi45
349446193,k2p_product/349446193,_ibCpVvC-_P,,Y,,,,FC,,,,,,HI45,,iFluor 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD24 Human iFluor 405 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921024002 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240021,,CD24 ,12352203,,,,,,9210240021,,,,CD24 Human iFluor 405 Antibody,,,,9210240021,,,LN9212409,9210240021,false,LabNed,,,,cd24-human-ifluor-405-antibody-ln9212409,,cd24humanifluor405antibody,ln9212409,hi45
349446195,k2p_product/349446195,_ibCpVvC-_d,,Y,,,,FC,,,,,,HI45,,iFluor 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD24 Human iFluor 430 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921024003 ,2-8°C with minimized light exposure.,,AAT Bioquest,10240030,,CD24 ,12352203,,,,,,9210240030,,,,CD24 Human iFluor 430 Antibody,,,,9210240030,,,LN9212410,9210240030,false,LabNed,,,,cd24-human-ifluor-430-antibody-ln9212410,,cd24humanifluor430antibody,ln9212410,hi45
